t,theta1,omega1,theta2,omega2,E1,E2,E_total
6.65,-0.05444759752,-1.306701753,0.07167891156,0.7517432657,0.8682722164,0.307749415,1.175954751
6.675,-0.08689541338,-1.287810807,0.0902216271,0.7309163512,0.8662417761,0.3070186959,1.173075264
6.7,-0.1187732193,-1.261131409,0.1081874159,0.7056128248,0.8643401245,0.3062994098,1.170249834
6.725,-0.1498888055,-1.226872273,0.1254662598,0.6759891976,0.8626005625,0.3055929034,1.167497548
6.75,-0.1800558109,-1.185292022,0.1419524042,0.6422298593,0.8610499965,0.304901867,1.164838903
6.775,-0.2090949253,-1.13669542,0.1575450387,0.6045456686,0.8597080254,0.3042303832,1.162295558
6.8,-0.236834991,-1.081429166,0.1721489385,0.5631723501,0.8585863595,0.303583854,1.159889885
6.825,-0.2631139952,-1.019877393,0.1856750644,0.5183687272,0.8576885868,0.3029688113,1.157644354
6.85,-0.287779948,-0.9524570371,0.1980411172,0.470414826,0.8570102849,0.3023926174,1.155580752
6.875,-0.310691645,-0.8796132228,0.2091720423,0.4196098791,0.8565394589,0.301863074,1.153719285
6.9,-0.3317193152,-0.801814791,0.2190004847,0.3662702598,0.85625727,0.3013879612,1.152077595
6.925,-0.3507451613,-0.7195500952,0.2274671911,0.3107273697,0.856139009,0.3009745331,1.15066976
6.95,-0.3676637979,-0.6333231508,0.2345213587,0.2533255014,0.8561552588,0.3006290017,1.149505308
6.975,-0.3823825996,-0.543650203,0.2401209309,0.1944196919,0.8562731829,0.300356039,1.14858833
7,-0.3948219686,-0.4510567477,0.2442328389,0.1343735751,0.8564578791,0.3001583291,1.147916733
7.025,-0.4049155334,-0.3560750119,0.24683319,0.07355724209,0.8566737321,0.3000361994,1.147481682
7.05,-0.4126102901,-0.2592418747,0.2479074021,0.0123451082,0.8568857095,0.2999873548,1.147267296
7.075,-0.417866697,-0.1610971831,0.2474502855,-0.04888621444,0.8570605464,0.3000067362,1.147250604
7.1,-0.4206587316,-0.06218239969,0.2454660711,-0.1097600428,0.8571677764,0.3000865148,1.147401811
7.125,-0.4209739162,0.03696050122,0.2419683855,-0.1699017535,0.8571805737,0.3002162314,1.147684866
7.15,-0.4188133188,0.1357899801,0.236980173,-0.2289409235,0.8570763838,0.3003830768,1.148058331
7.175,-0.4141915314,0.233765823,0.2305335634,-0.2865134853,0.8568373299,0.3005723062,1.14847653
7.2,-0.4071366251,0.3303500781,0.2226696863,-0.3422638981,0.8564503937,0.3007677711,1.14889095
7.225,-0.3976900804,0.4250081382,0.2134384303,-0.395847334,0.8559073805,0.3009525464,1.149251824
7.25,-0.3859066878,0.5172100609,0.2028981479,-0.4469318715,0.8552046866,0.3011096237,1.149509863
7.275,-0.3718544112,0.6064322046,0.1911153058,-0.4952006878,0.8543428973,0.3012226387,1.149618044
7.3,-0.3556142064,0.6921592446,0.1781640796,-0.5403542297,0.8533262482,0.3012765975,1.149533389
7.325,-0.3372797833,0.7738866102,0.1641258955,-0.5821123456,0.8521619905,0.3012585645,1.149218647
7.35,-0.3169573023,0.8511233606,0.1490889197,-0.6202163485,0.8508597014,0.301158278,1.148643819
7.375,-0.2947649929,0.923395492,0.1331474965,-0.6544309815,0.8494305829,0.300968659,1.14778742
7.4,-0.2708326845,0.9902496395,0.1164015395,-0.6845462521,0.8478867901,0.3006861863,1.146637446
7.425,-0.2453012412,1.051257112,0.09895587868,-0.7103790994,0.8462408279,0.3003111152,1.145191979
7.45,-0.2183218916,1.106018167,0.08091956848,-0.7317748607,0.844505047,0.2998475267,1.143459383
7.475,-0.19005545,1.154166421,0.06240516182,-0.7486085024,0.8426912642,0.2993031992,1.141458099
7.5,-0.1606714274,1.195373254,0.0435279567,-0.7607855873,0.8408105229,0.2986893079,1.139216011
7.525,-0.1303470336,1.229352077,0.02440522225,-0.7682429522,0.8388729989,0.2980199628,1.136769427
7.55,-0.09926607571,1.255862301,0.005155411561,-0.7709490782,0.8368880471,0.2973116067,1.134161701
7.575,-0.06761776349,1.27471288,-0.01410263074,-0.7689041426,0.8348643734,0.2965823011,1.131441566
7.6,-0.0355954319,1.285765266,-0.03325045819,-0.7621397513,0.8328103094,0.2958509342,1.128661243
7.625,-0.003395198798,1.288935697,-0.0521708016,-0.7507183557,0.8307341574,0.2951363894,1.125874415
7.65,0.02878542509,1.284196686,-0.07074832973,-0.7347323716,0.8286445699,0.2944567149,1.123134154
7.675,0.06074895313,1.271577685,-0.08887038451,-0.7143030216,0.8265509235,0.2938283346,1.120490904
7.7,0.0922993455,1.251164882,-0.1064276841,-0.6895789309,0.8244636486,0.2932653379,1.117990594
7.725,0.1232434161,1.223100144,-0.1233149883,-0.6607345122,0.8223944775,0.2927788822,1.115672978
7.75,0.153392203,1.187579157,-0.139431721,-0.6279681791,0.8203565806,0.2923767354,1.113570264
7.775,0.1825622828,1.144848836,-0.1546825466,-0.5915004298,0.8183645661,0.2920629774,1.111706084
7.8,0.2105770125,1.095204109,-0.1689778972,-0.551571843,0.8164343296,0.2918378738,1.11009485
7.825,0.237267684,1.038984207,-0.182234449,-0.5084410265,0.8145827492,0.2916979214,1.108741499
7.85,0.2624745819,0.9765685857,-0.1943755475,-0.462382557,0.8128272329,0.2916360624,1.107641633
7.875,0.286047935,0.9083726248,-0.2053315807,-0.4136849434,0.8111851356,0.2916420506,1.106782035
7.9,0.3078487604,0.834843246,-0.2150403028,-0.3626486419,0.8096730707,0.2917029507,1.10614151
7.925,0.3277495968,0.7564545688,-0.2234471089,-0.3095841439,0.808306152,0.2918037407,1.105692005
7.95,0.3456351321,0.6737037172,-0.2305052624,-0.2548101519,0.8070972049,0.2919279899,1.105399953
7.975,0.3614027284,0.5871068659,-0.2361760792,-0.1986518498,0.8060559898,0.2920585755,1.105227754
8,0.3749628518,0.4971955888,-0.2404290684,-0.1414392696,0.8051884838,0.2921784058,1.105135335
8.025,0.3862394156,0.4045135484,-0.2432420343,-0.08350574931,0.8044962615,0.2922711154,1.105081713
8.05,0.3951700444,0.3096135372,-0.2446011411,-0.025186471,0.8039760178,0.2923217023,1.105026485
8.075,0.4017062691,0.2130548609,-0.2445009404,0.03318293596,0.8036192643,0.2923170797,1.104931199
8.1,0.4058136605,0.115401027,-0.2429443665,0.09126774364,0.8034122281,0.29224652,1.104760542
8.125,0.4074719078,0.01721768757,-0.2399426967,0.1487354471,0.8033359698,0.2921019756,1.104483313
8.15,0.4066748488,-0.08092923136,-0.2355154795,0.2052570787,0.8033667304,0.2918782661,1.104073153
8.175,0.4034304543,-0.1784752914,-0.2296904293,0.2605085355,0.8034765043,0.2915731289,1.103509016
8.2,0.3977607696,-0.2748592757,-0.2225032886,0.3141719366,0.8036338252,0.2911871373,1.102775384
8.225,0.3897018115,-0.3695249789,-0.2139976543,0.3659370261,0.8038047428,0.2907234936,1.10186224
8.25,0.3793034194,-0.4619231286,-0.2042247693,0.4155026318,0.8039539553,0.2901877156,1.100764816
8.275,0.3666290563,-0.5515135098,-0.1932432765,0.4625781837,0.8040460573,0.2895872345,1.099483156
8.3,0.3517555524,-0.637767343,-0.1811189343,0.5068852947,0.8040468518,0.2889309282,1.09802153
8.325,0.3347727873,-0.7201699565,-0.1679242912,0.5481593945,0.8039246727,0.2882286188,1.09638775
8.35,0.3157833003,-0.7982237661,-0.15373832,0.5861514066,0.8036516586,0.2874905588,1.094592427
8.375,0.2949018225,-0.871451557,-0.1386460092,0.6206294495,0.8032049195,0.2867269365,1.092648231
8.4,0.2722547244,-0.9394000359,-0.1227379112,0.6513805386,0.8025675395,0.2859474248,1.090569179
8.425,0.2479793705,-1.001643598,-0.1061096498,0.6782122617,0.8017293654,0.2851607972,1.088370007
8.45,0.2222233787,-1.057788233,-0.08886138463,0.700954397,0.800687536,0.2843746291,1.08606566
8.475,0.1951437814,-1.107475466,-0.0710972377,0.7194604393,0.7994467216,0.283595098,1.083670896
8.5,0.166906088,-1.150386225,-0.05292468233,0.7336090018,0.7980190533,0.28282689,1.081200058
8.525,0.1376832537,-1.186244515,-0.03445389944,0.7433050591,0.7964237382,0.2820732137,1.078666973
8.55,0.1076545597,-1.214820754,-0.01579710485,0.7484810013,0.7946863703,0.2813359147,1.076085
8.575,0.07700441634,-1.235934669,0.002932146992,0.74909747,0.7928379643,0.2806156804,1.073467192
8.6,0.0459210992,-1.249457615,0.02161967734,0.7451439561,0.790913754,0.2799123166,1.070826549
8.625,0.01459543664,-1.255314246,0.04015140914,0.7366391399,0.7889518063,0.2792250743,1.068176324
8.65,-0.01678053601,-1.253483441,0.05841409827,0.7236309658,0.7869915169,0.2785530034,1.065530348
8.675,-0.04801493558,-1.243998452,0.07629606326,0.7061964455,0.7850720557,0.2778953048,1.062903327
8.7,-0.0789173841,-1.226946269,0.09368790671,0.6844411956,0.7832308349,0.277251657,1.06031108
8.725,-0.1093003361,-1.202466207,0.110483222,0.6584987177,0.7815020701,0.2766224919,1.057770675
8.75,-0.1389803615,-1.170747772,0.1265792788,0.6285294383,0.7799154982,0.2760092006,1.05530044
8.775,-0.167779367,-1.132027888,0.1418776819,0.594719528,0.7784953101,0.2754142509,1.05291982
8.8,-0.1955257412,-1.086587588,0.156284998,0.557279525,0.7772593396,0.2748412086,1.050649085
8.825,-0.2220554113,-1.034748284,0.1697133461,0.5164427902,0.776218539,0.2742946583,1.048508872
8.85,-0.2472128029,-0.9768677526,0.1820809469,0.4724638208,0.7753767557,0.2737800249,1.046519584
8.875,-0.2708516973,-0.9133359627,0.193312629,0.4256164512,0.7747308072,0.2733033072,1.044700664
8.9,-0.2928359837,-0.8445708868,0.2033402892,0.3761919661,0.7742708415,0.2728707374,1.043069776
8.925,-0.3130403077,-0.7710144034,0.2121033041,0.324497151,0.7739809501,0.2724883856,1.041641939
8.95,-0.33135062,-0.6931284005,0.2195488932,0.2708522985,0.7738399979,0.2721617359,1.040428646
8.975,-0.3476646304,-0.6113911609,0.225632431,0.2155891893,0.7738226193,0.2718952561,1.039437033
9,-0.3618921766,-0.5262940901,0.2303177088,0.1590490571,0.7739003294,0.2716919911,1.038669139
9.025,-0.3739555145,-0.4383388214,0.2335771459,0.1015805487,0.7740426943,0.2715532051,1.038121305
9.05,-0.3837895424,-0.3480347096,0.235391949,0.04353768099,0.7742185065,0.2714780949,1.037783757
9.075,-0.3913419664,-0.2558966996,0.2357522211,-0.01472220173,0.7743969147,0.2714635978,1.037640413
9.1,-0.3965734172,-0.1624435367,0.2346570192,-0.07284047358,0.7745484604,0.2715043067,1.037668936
9.125,-0.3994575254,-0.06819626476,0.2321143604,-0.1304592773,0.7746459856,0.2715925049,1.037841047
9.15,-0.3999809634,0.02632305559,0.2281411775,-0.1872235831,0.7746653785,0.2717183227,1.038123111
9.175,-0.3981434554,0.1205924871,0.2227632218,-0.2427832586,0.7745861382,0.2718700141,1.038476982
9.2,-0.3939577615,0.2140913004,0.2160149153,-0.296795151,0.7743917472,0.2720343444,1.038861075
9.225,-0.3874496332,0.3063010913,0.2079391495,-0.34892518,0.7740698493,0.2721970726,1.039231653
9.25,-0.3786577405,0.3967070154,0.198587033,-0.3988504375,0.7736122417,0.272343509,1.039544264
9.275,-0.3676335653,0.4847992215,0.1880175854,-0.4462612826,0.7730146966,0.2724591207,1.039755274
9.3,-0.3544412558,0.5700745497,0.1762973796,-0.4908634223,0.7722766365,0.2725301579,1.03982345
9.325,-0.3391574352,0.6520385504,0.163500133,-0.5323799561,0.7714006923,0.2725442695,1.039711502
9.35,-0.3218709546,0.7302078593,0.1497062471,-0.5705533653,0.7703921772,0.272491077,1.03938753
9.375,-0.3026825822,0.8041129423,0.1350022991,-0.6051474193,0.769258514,0.2723626761,1.038826309
9.4,-0.2817046199,0.8733012052,0.1194804872,-0.6359489708,0.768008651,0.2721540396,1.038010339
9.425,-0.2590604372,0.9373404326,0.1032380322,-0.6627696089,0.7666525028,0.2718632996,1.036930624
9.45,-0.2348839157,0.9958225044,0.08637654032,-0.6854471382,0.7652004474,0.2714918896,1.035587112
9.475,-0.2093187982,1.048367308,0.06900133163,-0.7038468545,0.7636629072,0.2710445392,1.033988804
9.5,-0.1825179383,1.094626753,0.05122073894,-0.717862587,0.7620500333,0.2705291156,1.032153481
9.525,-0.1546424502,1.134288766,0.0331453842,-0.7274174854,0.7603715066,0.2699563196,1.030107086
9.55,-0.125860759,1.167081154,0.01488743849,-0.7324645289,0.7586364589,0.2693392467,1.027882765
9.575,-0.0963475584,1.192775194,-0.003440127036,-0.7329867472,0.7568535095,0.2686928339,1.025519611
9.6,-0.06628268302,1.211188834,-0.02172429214,-0.7289971458,0.7550309047,0.2680332179,1.023061174
9.625,-0.03584990687,1.222189372,-0.03985273288,-0.7205383369,0.7531767387,0.2673770352,1.020553776
9.65,-0.005235682248,1.225695535,-0.05771455417,-0.7076818856,0.7512992293,0.2667406976,1.018044745
9.675,0.02537216463,1.221678853,-0.07520100264,-0.6905273885,0.7494070178,0.2661396782,1.015580606
9.7,0.05578576322,1.210164291,-0.0922061533,-0.6692013055,0.7475094593,0.265587842,1.013205343
9.725,0.08581853445,1.191230112,-0.1086275642,-0.6438555764,0.745616871,0.2650968537,1.010958787
9.75,0.1152865134,1.165006973,-0.1243668943,-0.6146660537,0.743740708,0.2646756884,1.008875203
9.775,0.1440096402,1.131676299,-0.1393304801,-0.5818307882,0.7418936405,0.2643302696,1.006982144
9.8,0.171813002,1.091467992,-0.1534298676,-0.5455682052,0.7400895148,0.2640632483,1.005299601
9.825,0.1985280104,1.044657576,-0.1665822989,-0.5061152086,0.7383431851,0.2638739315,1.003839491
9.85,0.223993501,0.9915628676,-0.1787111493,-0.4637252476,0.7366702163,0.2637583604,1.002605478
9.875,0.2480567454,0.9325403071,-0.1897463169,-0.4186663799,0.735086462,0.2637095322,1.00159314
9.9,0.2705743687,0.8679810559,-0.199624564,-0.371219358,0.7336075363,0.2637177503,1.00079045
9.925,0.2914131673,0.7983069947,-0.2082898109,-0.3216757632,0.7322482001,0.2637710848,1.00017853
9.95,0.310450827,0.7239667244,-0.2156933838,-0.2703362027,0.7310216941,0.2638559173,0.999732655
9.975,0.3275765417,0.6454316708,-0.2217942189,-0.2175085835,0.7299390521,0.263957544,0.9994234168
10,0.3426915375,0.5631923736,-0.2265590243,-0.1635064656,0.7290084325,0.2640608069,0.9992180221
10.025,0.3557095065,0.477755017,-0.2299624011,-0.1086474971,0.7282345066,0.2641507226,0.9990816375
10.05,0.3665569572,0.3896382401,-0.2319869271,-0.05325192282,0.7276179413,0.2642130822,0.9989787305
10.075,0.3751734897,0.2993702421,-0.232623204,0.002358841016,0.727155009,0.2642349934,0.9988743465
10.1,0.3815120008,0.2074861744,-0.231869869,0.05786358104,0.7268373553,0.2642053442,0.9987352711
10.125,0.3855388285,0.1145257944,-0.2297335732,0.1129426244,0.7266519448,0.2641151696,0.9985310344
10.15,0.3872338398,0.02103133902,-0.2262289266,0.1672791575,0.7265812027,0.2639579072,0.9982347256
10.175,0.3865904681,-0.07245443944,-0.2213784098,0.2205605413,0.7266033538,0.2637295369,0.9978235974
10.2,0.3836157027,-0.1653901371,-0.2152122538,0.2724796411,0.7266929604,0.2634286002,0.9972794493
10.225,0.3783300318,-0.2572375332,-0.2077682847,0.3227361817,0.7268216424,0.2630561057,0.9965887933
10.25,0.3707673402,-0.3474634642,-0.1990917356,0.3710381404,0.7269589604,0.2626153297,0.9957428126
10.275,0.3609747578,-0.4355418035,-0.1892350218,0.4171031828,0.7270734301,0.2621115253,0.994737137
10.3,0.3490124577,-0.5209556048,-0.1782574806,0.4606601444,0.7271336302,0.2615515603,0.993571464
10.325,0.3349533977,-0.6031994543,-0.1662250731,0.5014505536,0.7271093605,0.260943503,0.9922490614
10.35,0.318883,-0.6817820622,-0.1532100471,0.5392301887,0.7269728008,0.2602961819,0.990776191
10.375,0.3008987632,-0.7562291071,-0.1392905616,0.5737706548,0.72669962,0.2596187409,0.9891614945
10.4,0.2811097997,-0.8260863247,-0.124550271,0.6048609627,0.7262699848,0.2589202157,0.9874153825
10.425,0.2596362938,-0.8909228137,-0.1090778707,0.632309087,0.725669419,0.2582091513,0.9855494616
10.45,0.2366088741,-0.9503345084,-0.0929666038,0.6559434786,0.72488947,0.2574932818,0.9835760346
10.475,0.2121678983,-1.003947751,-0.07631373126,0.6756145016,0.7239281467,0.256779285,0.9815076956
10.5,0.1864626479,-1.05142288,-0.05921996683,0.6911957674,0.7227901016,0.2560726247,0.9793570392
10.525,0.1596504347,-1.092457724,-0.04178888079,0.7025853351,0.7214865418,0.2553774834,0.9771364906
10.55,0.131895621,-1.126790919,-0.02412627533,0.709706751,0.7200348679,0.2546967862,0.9748582545
10.575,0.1033685617,-1.154204907,-0.006339536297,0.7125099011,0.7184580497,0.2540323095,0.9725343736
10.6,0.07424447547,-1.17452853,0.01146303381,0.7109716556,0.7167837646,0.2533848631,0.9701768761
10.625,0.04470225763,-1.187639124,0.02917289612,0.7050962869,0.7150433336,0.2527545297,0.9677979882
10.65,0.0149232477,-1.193464004,0.04668196327,0.6949156508,0.7132705035,0.2521409438,0.9654103796
10.675,-0.01491003193,-1.191981311,0.06388328866,0.6804891233,0.7115001287,0.2515435874,0.9630274101
10.7,-0.04461515001,-1.183220161,0.08067175117,0.6619032938,0.7097668144,0.2509620807,0.9606633417
10.725,-0.07401103524,-1.167260085,0.09694472911,0.6392714195,0.708103582,0.2503964471,0.9583334847
10.75,-0.1029192226,-1.14422979,0.1126027578,0.6127326531,0.7065406181,0.2498473305,0.9560542507
10.775,-0.1311650604,-1.114305271,0.1275501649,0.5824510576,0.7051041623,0.2493161508,0.9538430887
10.8,-0.1585788628,-1.077707347,0.1416956792,0.5486144298,0.7038155814,0.2488051835,0.9517182917
10.825,-0.1849969944,-1.034698708,0.1549530069,0.5114329527,0.7026906663,0.2483175567,0.9496986676
10.85,-0.2102628761,-0.9855805813,0.1672413733,0.4711377018,0.7017391786,0.2478571642,0.9478030786
10.875,-0.2342279037,-0.9306891166,0.1784860252,0.4279790286,0.7009646567,0.2474284966,0.9460498629
10.9,-0.2567522741,-0.8703916249,0.1886186911,0.3822248457,0.7003644814,0.2470364021,0.9444561605
10.925,-0.277705717,-0.8050827678,0.1975779984,0.3341588348,0.6999301867,0.2466857884,0.9430371741
10.95,-0.2969681311,-0.7351808103,0.2053098443,0.284078597,0.6996479918,0.2463812847,0.9418054006
10.975,-0.3144301293,-0.6611240256,0.2117677205,0.2322937631,0.6994995184,0.246126885,0.9407698748
11,-0.329993496,-0.5833673268,0.2169129897,0.1791240759,0.6994626539,0.2459255938,0.9399354678
11.025,-0.3435715639,-0.5023791791,0.2207151148,0.1248974548,0.6995125141,0.2457790979,0.9393022835
11.05,-0.3550895176,-0.4186388263,0.2231518381,0.06994804908,0.6996224577,0.2456874856,0.9388651915
11.075,-0.3644846316,-0.3326338436,0.2242093136,0.01461428394,0.6997651056,0.2456490334,0.9386135355
11.1,-0.3717064515,-0.2448580066,0.2238821887,-0.04076310053,0.6999133218,0.2456600758,0.9385310418
11.125,-0.3767169252,-0.1558094505,0.2221736379,-0.09584301718,0.7000411142,0.2457149713,0.9385959515
11.15,-0.3794904918,-0.06598907487,0.2190953466,-0.1502860081,0.7001244239,0.2458061703,0.9387813842
11.175,-0.3800141326,0.02410086414,0.2146674455,-0.2037562303,0.7001417763,0.2459243874,0.9390559347
11.2,-0.3782873886,0.1139580399,0.2089183955,-0.2559234517,0.7000747756,0.2460588735,0.9393844893
11.225,-0.3743223472,0.2030812944,0.2018848224,-0.306465055,0.6999084344,0.2461977794,0.9397292387
11.25,-0.368143597,0.290971904,0.1936113011,-0.3550680455,0.6996313356,0.2463285931,0.9400508558
11.275,-0.3597881499,0.3771349475,0.1841500904,-0.4014310562,0.6992356363,0.2464386355,0.9403097932
11.3,-0.3493053278,0.4610808419,0.173560817,-0.4452663373,0.6987169246,0.2465155883,0.9404676511
11.325,-0.3367566073,0.5423271056,0.1619101109,-0.4863017169,0.6980739528,0.2465480301,0.9404885595
11.35,-0.3222154172,0.6204003933,0.1492711914,-0.5242825134,0.6973082704,0.2465259538,0.9403405144
11.375,-0.3057668819,0.6948388322,0.1357234072,-0.5589733773,0.696423787,0.2464412395,0.93999661
11.4,-0.287507502,0.7651946701,0.1213517305,-0.5901600378,0.6954262963,0.2462880557,0.9394361083
11.425,-0.2675447647,0.831037227,0.1062462101,-0.6176509269,0.6943229909,0.2460631698,0.9386452954
11.45,-0.2459966778,0.891956119,0.0905013843,-0.641278653,0.6931220001,0.2457661474,0.937618081
11.475,-0.2229912189,0.9475647044,0.07421566052,-0.6609012968,0.6918319752,0.2453994285,0.9363563084
11.5,-0.1986656979,0.9975036825,0.05749066408,-0.6764035021,0.6904617461,0.2449682745,0.9348697547
11.525,-0.1731660269,1.041444757,0.04043056295,-0.6876973392,0.6890200648,0.2444805852,0.9331758158
11.55,-0.1466459003,1.079094268,0.02314137382,-0.6947229204,0.6875154454,0.2439465921,0.9312988849
11.575,-0.1192658843,1.110196672,0.005730256079,-0.6974487539,0.6859561037,0.2433784415,0.9292694471
11.6,-0.09119242315,1.134537778,-0.01169519966,-0.6958718259,0.6843499901,0.242789686,0.9271229291
11.625,-0.06259676894,1.151947608,-0.02902768176,-0.6900174113,0.6827049047,0.2421947077,0.9248983515
11.65,-0.03365384493,1.162302792,-0.04616085951,-0.679938615,0.6810286768,0.2416081007,0.9226368427
